Goat_id,Gender,Birth_date,Breed,Cohort_id
4772,Female,10:11.0,,4772
4773,Female,12:24.0,,4773
4774,Wether,14:31.0,,4774
4775,Wether,15:27.0,,4775
4776,Wether,18:21.0,,4776
4777,Wether,01:50.0,,4777
4778,Female,21:42.0,,4778
4779,Wether,24:15.0,,4779
4780,Female,35:50.0,,4780
4781,Female,41:38.0,,4781
4782,Female,42:45.0,,4782
4783,Female,46:29.0,,4783
4784,Wether,49:14.0,,4784
4785,Female,51:30.0,,4785
4786,Wether,54:19.0,,4786
4787,Wether,55:06.0,,4787
4788,Female,56:33.0,,4788
4789,Wether,57:32.0,,4789
4790,Female,59:25.0,,4790
4791,Female,00:30.0,,4791
4792,Wether,02:09.0,,4792
4793,Wether,04:39.0,,4793
4794,Wether,03:57.0,,4794
4795,Wether,05:47.0,,4795
4796,Female,05:48.0,,4796
4797,Wether,16:43.0,,4797
4798,Female,19:10.0,,4798
4799,Female,20:01.0,,4799
4800,Female,53:34.0,,4800
4801,Female,56:21.0,,4801
4802,Wether,01:20.0,,4802
4803,Wether,05:19.0,,4803
4804,Female,06:45.0,Bottle Baby 2018,4804
4805,Female,11:49.0,,4805
4806,Wether,15:09.0,,4806
4807,Wether,21:10.0,,4807
4808,Wether,29:20.0,,4808
4809,Wether,30:48.0,,4809
4810,Wether,33:38.0,,4810
4811,Female,37:14.0,,4811
4812,Female,38:13.0,,4812
4813,Wether,40:42.0,,4813
4814,Wether,43:59.0,,4814
4815,Female,45:25.0,,4815
4816,Wether,52:28.0,,4816
4817,Wether,59:45.0,,4817
4818,Female,00:43.0,,4818
4819,Wether,03:08.0,,4819
4820,Wether,06:33.0,,4820
4821,Wether,07:21.0,,4821
4822,Wether,10:06.0,,4822
4823,Female,12:17.0,,4823
4824,Wether,13:15.0,,4824
4825,Wether,14:48.0,,4825
4826,Female,16:17.0,,4826
4827,Wether,17:37.0,,4827
4828,Wether,18:33.0,,4828
4829,Female,14:18.0,,4829
4830,Female,25:03.0,,4830
4831,Female,59:52.0,,4831
4832,Wether,27:19.0,,4832
4833,Female,38:24.0,,4833
4834,Female,39:05.0,,4834
4835,Wether,40:20.0,,4835
4836,Wether,41:38.0,,4836
4837,Female,42:52.0,,4837
4838,Female,44:03.0,,4838
4839,Wether,45:55.0,,4839
4840,Female,46:43.0,ARG,4840
4841,Wether,48:00.0,,4841
4842,Female,48:58.0,,4842
4843,Female,50:24.0,,4843
4844,Female,51:03.0,,4844
4845,Wether,34:46.0,,4845
4846,Wether,35:36.0,,4846
4847,Female,37:31.0,,4847
4848,Wether,42:33.0,,4848
4849,Female,43:39.0,,4849
4850,Wether,46:39.0,,4850
4851,Wether,48:20.0,,4851
4852,Female,51:54.0,,4852
4853,Female,54:44.0,,4853
4854,Wether,55:26.0,,4854
4855,Female,58:36.0,,4855
4856,Wether,59:41.0,,4856
4857,Female,01:25.0,,4857
4858,Female,03:32.0,,4858
4859,Wether,04:19.0,,4859
4860,Female,08:17.0,,4860
4861,Female,10:09.0,,4861
4862,Wether,11:54.0,,4862
4863,Female,13:43.0,Comm,4863
4864,Female,14:45.0,,4864
4865,Wether,16:26.0,,4865
4866,Wether,18:04.0,,4866
4867,Female,19:47.0,,4867
4868,Female,38:01.0,,4868
4869,Wether,39:32.0,,4869
4870,Wether,42:22.0,,4870
4871,Female,44:31.0,ARG,4871
4872,Wether,45:41.0,,4872
4873,Wether,49:05.0,,4873
4874,Female,50:51.0,,4874
4875,Wether,51:26.0,Bottle Baby 2018,4875
4876,Wether,51:57.0,,4876
4877,Female,51:58.0,,4877
4878,Female,54:33.0,,4878
4879,Wether,56:38.0,,4879
4880,Female,57:20.0,,4880
4881,Wether,02:42.0,,4881
4882,Female,03:39.0,Bottle Baby 2018,4882
4883,Wether,07:19.0,,4883
4884,Female,53:57.0,,4884
4885,Female,55:19.0,,4885
4886,Female,58:44.0,,4886
4887,Female,01:26.0,Bottle Baby 2018,4887
4888,Female,02:31.0,,4888
4889,Wether,04:29.0,,4889
4890,Female,06:54.0,Comm,4890
4891,Female,07:42.0,,4891
4892,Wether,12:36.0,,4892
4893,Female,14:37.0,,4893
4894,Female,04:30.0,,4894
4895,Female,08:08.0,ARG,4895
4896,Female,11:16.0,,4896
4897,Female,15:08.0,,4897
4898,Female,15:10.0,,4898
4899,Female,15:48.0,,4899
4900,Wether,18:15.0,,4900
4901,Female,21:35.0,,4901
4902,Wether,24:22.0,,4902
4903,Wether,31:14.0,,4903
4904,Female,31:15.0,,4904
4905,Female,29:10.0,,4905
4906,Female,29:11.0,,4906
4907,Female,29:56.0,,4907
4908,Female,33:36.0,,4908
4909,Female,56:40.0,,4909
4910,Wether,56:41.0,,4910
4911,Wether,06:03.0,,4911
4912,Wether,06:04.0,,4912
4913,Wether,06:41.0,,4913
4914,Wether,06:42.0,Bottle Baby 2018,4914
4915,Female,13:05.0,,4915
4916,Female,15:08.0,,4916
4917,Wether,15:09.0,,4917
4918,Female,18:04.0,,4918
4919,Female,23:50.0,,4919
4920,Wether,23:52.0,,4920
4921,Female,28:15.0,,4921
4922,Female,29:02.0,ARG,4922
4923,Wether,43:40.0,,4923
4924,Wether,44:24.0,,4924
4925,Female,50:42.0,,4925
4926,Wether,58:42.0,,4926
4927,Female,59:16.0,,4927
4928,Female,48:08.0,ARG,4928
4929,Female,49:57.0,ARG,4929
4930,Wether,49:58.0,,4930
4931,Wether,34:47.0,,4931
4932,Wether,37:24.0,,4932
4933,Female,03:31.0,,4933
4934,Female,03:32.0,,4934
4935,Wether,08:19.0,,4935
4936,Wether,08:20.0,,4936
4937,Wether,10:55.0,,4937
4938,Wether,39:40.0,,4938
4939,Wether,41:06.0,,4939
4940,Wether,43:32.0,,4940
4941,Female,03:30.0,,4941
4942,Male,05:47.0,,4942
4943,Wether,08:46.0,,4943
4944,Female,09:40.0,,4944
4945,Female,11:46.0,,4945
4946,Wether,13:56.0,,4946
4947,Female,14:39.0,,4947
4948,Wether,16:50.0,,4948
4949,Wether,11:52.0,,4949
4950,Wether,20:07.0,,4950
4951,Female,23:20.0,,4951
4952,Female,23:21.0,,4952
4953,Female,25:57.0,,4953
4954,Female,29:17.0,,4954
4955,Female,31:01.0,,4955
4956,Female,32:49.0,ARG,4956
4957,Female,34:24.0,,4957
4958,Female,35:29.0,,4958
4959,Female,36:24.0,,4959
4960,Wether,23:29.0,,4960
4961,Female,56:27.0,,4961
4962,Female,57:30.0,,4962
4963,Wether,02:07.0,,4963
4964,Female,05:01.0,,4964
4965,Female,07:25.0,,4965
4966,Wether,08:11.0,,4966
4967,Wether,11:51.0,,4967
4968,Female,13:59.0,,4968
4969,Female,16:32.0,,4969
4970,Female,17:28.0,,4970
4971,Wether,22:44.0,Bottle Baby 2018,4971
4972,Wether,24:28.0,,4972
4973,Wether,25:11.0,,4973
4974,Female,28:37.0,,4974
4975,Wether,43:42.0,,4975
4976,Female,44:30.0,,4976
4977,Wether,02:01.0,,4977
4978,Wether,02:57.0,,4978
4979,Wether,22:03.0,,4979
4980,Wether,25:23.0,,4980
4981,Wether,24:25.0,,4981
4982,Wether,30:50.0,,4982
4983,Wether,31:32.0,,4983
4984,Female,34:02.0,,4984
4985,Female,34:52.0,,4985
4986,Wether,29:31.0,,4986
4987,Female,23:23.0,,4987
4988,Female,33:17.0,,4988
4989,Wether,53:49.0,,4989
4990,Female,53:50.0,,4990
4991,Female,15:16.4,,4991
4992,Female,16:21.5,,4992
4993,Female,16:21.7,,4993
4994,Female,17:14.9,,4994
4995,Wether,17:15.1,,4995
4996,Wether,17:56.2,,4996
4997,Female,17:56.4,,4997
4998,Female,19:28.9,,4998
4999,Female,19:29.0,,4999
5000,Female,19:58.2,,5000
5001,Female,19:58.5,,5001
5002,Wether,20:31.6,,5002
5003,Female,20:31.8,,5003
5004,Wether,20:58.0,,5004
5005,Wether,20:58.3,,5005
5006,Wether,21:29.7,,5006
5007,Wether,21:29.8,,5007
5008,Wether,21:48.3,,5008
5009,Female,21:48.5,,5009
5010,Wether,22:43.3,,5010
5011,Female,23:06.6,,5011
5012,Wether,23:06.8,,5012
5013,Wether,23:57.3,,5013
5014,Female,23:57.5,,5014
5015,Female,24:20.0,,5015
5016,Female,24:20.2,,5016
5017,Female,24:41.0,,5017
5018,Female,24:41.2,,5018
5019,Wether,25:35.2,,5019
5020,Female,25:35.3,,5020
5021,Wether,26:00.8,,5021
5022,Wether,26:01.0,,5022
5023,Wether,26:20.4,,5023
5024,Female,26:20.5,,5024
5025,Wether,27:16.2,Bottle Baby 2018,5025
5026,Wether,27:16.6,Bottle Baby 2018,5026
5027,Wether,27:50.8,,5027
5028,Wether,27:50.9,,5028
5029,Wether,28:18.6,,5029
5030,Wether,28:18.8,,5030
5031,Wether,28:47.7,,5031
5032,Female,28:47.9,,5032
5033,Wether,29:07.3,,5033
5034,Female,29:07.5,,5034
5035,Female,29:27.5,,5035
5036,Female,29:27.8,,5036
5037,Wether,29:47.9,,5037
5038,Female,30:35.5,,5038
5039,Male,30:35.7,,5039
5040,Wether,30:59.6,,5040
5041,Female,30:59.8,ARG,5041
5042,Female,31:39.4,,5042
5043,Female,31:39.8,,5043
5044,Female,32:37.3,ARG,5044
5045,Wether,32:37.5,,5045
5046,Wether,33:29.3,,5046
5047,Wether,33:29.5,,5047
5048,Wether,57:52.1,,5048
5049,Wether,57:52.3,,5049
5050,Wether,07:38.6,,5050
5051,Female,07:38.8,,5051
5052,Wether,17:57.5,,5052
5053,Wether,17:57.6,,5053
5054,Wether,18:48.6,,5054
5055,Female,18:48.8,,5055
5056,Wether,04:16.7,,5056
5057,Female,04:16.8,,5057
5058,Female,29:17.7,Comm,5058
5059,Wether,29:18.0,,5059
5060,Wether,44:27.9,,5060
5061,Female,44:28.1,,5061
5062,Female,47:15.7,,5062
5063,Wether,47:15.8,,5063
5064,Female,50:51.5,,5064
5065,Wether,50:51.6,,5065
5066,Wether,57:10.6,,5066
5067,Female,57:10.8,,5067
5068,Female,03:49.8,,5068
5069,Female,03:49.9,,5069
5070,Wether,09:51.5,,5070
5071,Wether,09:51.7,,5071
5072,Female,31:24.3,,5072
5073,Wether,40:32.3,,5073
5074,Female,40:32.5,,5074
5075,Wether,44:18.7,,5075
5076,Female,44:18.9,,5076
5077,Female,47:02.4,,5077
5078,Female,47:02.7,,5078
5079,Female,53:25.5,,5079
5080,Wether,53:25.6,,5080
5081,Wether,01:09.2,,5081
5082,Wether,01:09.5,Bottle Baby 2018,5082
5083,Female,01:55.6,,5083
5084,Female,01:55.8,,5084
5085,Wether,12:28.0,,5085
5086,Wether,12:28.3,,5086
5087,Wether,36:52.4,,5087
5088,Wether,36:52.5,,5088
5089,Wether,41:21.9,,5089
5090,Female,50:16.1,,5090
5091,Female,50:16.2,,5091
5092,Wether,04:59.2,,5092
5093,Wether,04:59.5,,5093
5094,Female,08:15.1,,5094
5095,Wether,08:15.2,,5095
5096,Female,15:46.5,,5096
5097,Female,15:46.6,ARG,5097
5098,Female,18:34.4,,5098
5099,Female,18:34.6,,5099
5100,Wether,22:11.7,,5100
5101,Female,22:11.8,,5101
5102,Wether,28:16.7,,5102
5103,Wether,28:16.9,,5103
5104,Female,41:26.5,,5104
5105,Female,41:26.7,,5105
5106,Female,41:50.4,,5106
5107,Female,41:50.6,,5107
5108,Wether,49:23.3,,5108
5109,Wether,49:23.4,,5109
5110,Wether,55:09.9,,5110
5111,Female,55:10.2,,5111
5112,Female,07:02.3,,5112
5113,Female,07:02.6,,5113
5114,Wether,32:36.3,,5114
5115,Female,32:36.5,Bottle Baby 2018,5115
5116,Wether,43:57.6,,5116
5117,Female,43:57.7,,5117
5118,Female,56:50.4,,5118
5119,Wether,56:50.6,,5119
5120,Wether,34:56.0,,5120
5121,Female,34:56.0,,5121
5122,Female,28:02.5,,5122
5123,Female,28:02.9,,5123
5124,Female,12:10.0,,5124
5125,Wether,09:32.0,,5125
5126,Wether,56:05.7,,5126
5127,Female,56:06.3,,5127
5128,Female,56:28.4,,5128
5129,Female,01:34.0,,5129
5130,Wether,01:34.6,,5130
5131,Wether,01:48.4,,5131
5132,Female,16:46.0,,5132
5133,Wether,17:08.0,,5133
5134,Wether,15:56.0,,5134
5135,Wether,07:01.0,,5135
5136,Wether,06:15.0,,5136
5137,Female,19:42.2,,5137
5138,Wether,19:42.4,,5138
5139,Female,26:39.3,,5139
5140,Female,26:39.5,,5140
5141,Wether,08:28.1,,5141
5142,Wether,38:11.3,,5142
5143,Female,45:14.4,,5143
5144,Female,45:14.6,,5144
5145,Female,58:23.4,,5145
5146,Wether,13:20.6,,5146
5147,Wether,55:21.1,,5147
5148,Female,55:21.3,,5148
5149,Female,56:53.3,,5149
5150,Female,56:53.5,ARG,5150
5151,Wether,58:37.9,,5151
5152,Female,58:38.1,,5152
5153,Wether,59:43.2,,5153
5154,Female,59:43.5,,5154
5155,Wether,00:46.6,,5155
5156,Female,00:46.7,,5156
5157,Wether,01:53.6,,5157
5158,Female,01:53.9,,5158
5159,Wether,11:07.5,,5159
5160,Wether,11:07.7,,5160
5161,Wether,12:15.7,,5161
5162,Wether,12:15.9,,5162
5163,Female,13:10.6,,5163
5164,Wether,13:10.8,,5164
5165,Wether,08:37.0,,5165
5166,Female,14:31.3,,5166
5167,Wether,14:32.3,,5167
5168,Wether,14:33.3,,5168
5169,Wether,14:34.3,,5169
5170,Female,14:35.3,,5170
5171,Female,14:36.3,,5171
5172,Wether,14:37.3,,5172
5173,Female,14:38.3,ARG,5173
5174,Female,14:39.3,ARG,5174
5175,Female,14:40.3,Comm,5175
5176,Female,14:41.3,,5176
5177,Wether,14:42.3,,5177
5178,Female,14:43.3,,5178
5179,Wether,14:44.3,,5179
5180,Wether,14:45.3,,5180
5181,Wether,14:46.3,,5181
5182,Female,14:47.3,,5182
5183,Wether,14:48.3,,5183
5184,Female,14:49.3,,5184
5185,Female,14:50.3,ARG,5185
5186,Wether,14:51.3,,5186
5187,Wether,14:52.3,,5187
5188,Female,14:53.3,,5188
5189,Wether,14:54.3,,5189
5190,Female,14:55.3,,5190
5191,Male,14:56.3,,5191
5192,Female,14:57.3,ARG,5192
5193,Wether,14:58.3,,5193
5194,Wether,14:59.3,,5194
5195,Female,15:00.3,ARG,5195
5196,Female,15:01.3,,5196
5197,Wether,15:02.3,,5197
5198,Wether,15:03.3,,5198
5199,Wether,15:04.3,,5199
5200,Female,15:05.3,,5200
5201,Female,15:06.3,Comm,5201
5202,Wether,15:07.3,,5202
5203,Wether,15:08.3,,5203
5204,Wether,15:09.3,,5204
5205,Female,15:10.3,ARG,5205
5206,Female,15:11.3,,5206
5207,Female,15:12.3,,5207
5208,Female,15:13.3,,5208
5209,Wether,15:14.3,Bottle Baby 2018,5209
5210,Wether,15:15.3,,5210
5211,Female,15:16.3,ARG,5211
5212,Wether,15:17.3,,5212
5213,Wether,15:18.3,,5213
5214,Wether,22:52.9,,5214
5215,Female,22:53.9,ARG,5215
5216,Female,22:54.9,Comm,5216
5217,Female,22:55.9,,5217
5218,Wether,22:56.9,,5218
5219,Wether,22:57.9,,5219
5220,Wether,22:58.9,,5220
5221,Male,22:59.9,,5221
5222,Female,23:01.9,,5222
5223,Wether,23:02.9,Bottle Baby 2018,5223
5224,Wether,23:03.9,,5224
5225,Female,23:04.9,ARG,5225
5226,Female,23:05.9,,5226
5227,Female,23:06.9,,5227
5228,Female,23:07.9,,5228
5229,Wether,23:08.9,,5229
5230,Female,23:09.9,,5230
5231,Wether,23:10.9,,5231
5232,Wether,23:11.9,,5232
5233,Female,23:12.9,,5233
5234,Wether,23:14.9,,5234
5235,Male,23:15.9,,5235
5236,Female,23:16.9,,5236
5237,Wether,23:17.9,,5237
5238,Wether,23:18.9,,5238
5239,Female,23:19.9,,5239
5240,Female,23:20.9,,5240
5241,Female,23:21.9,,5241
5242,Male,23:22.9,,5242
5243,Female,23:23.9,Bottle Baby 2018,5243
5244,Wether,23:25.9,,5244
5245,Female,23:26.9,ARG,5245
5246,Wether,23:27.9,,5246
5247,Female,23:28.9,,5247
5248,Female,23:29.9,ARG,5248
5249,Female,23:30.9,,5249
5250,Female,23:31.9,,5250
5251,Female,23:32.9,,5251
5252,Female,23:33.9,,5252
5253,Male,23:34.9,,5253
5254,Female,23:35.9,,5254
5255,Wether,23:37.9,,5255
5256,Wether,23:38.9,,5256
5257,Wether,23:39.9,,5257
5258,Female,23:40.9,,5258
5259,Wether,23:41.9,,5259
5260,Female,41:19.3,,5260
5261,Female,55:05.8,,5261
5262,Wether,37:47.6,,5262
5263,Female,08:00.5,,5263
5264,Female,08:35.8,,5264
5265,Female,27:36.5,,5265
5266,Female,37:52.4,,5266
5267,Female,05:46.2,,5267
5268,Female,39:30.6,,5268
5269,Female,50:08.7,,5269
5270,Male,00:16.3,,5270
5271,Wether,00:16.5,,5271
5272,Female,42:08.5,,5272
5273,Wether,42:08.7,,5273
5274,Wether,54:33.0,,5274
5275,Female,09:03.5,,5275
5277,Wether,18:13.6,,5277
5284,Female,52:02.6,Bottle Baby 2018,5284
5285,Wether,58:12.3,,5285
5286,Wether,14:29.0,,5286
5287,Female,15:07.1,,5287
5288,Female,20:16.2,,5288
5289,Wether,20:52.6,,5289
5290,Wether,30:34.8,,5290
5291,Female,20:04.8,,5291
5292,Wether,29:02.3,,5292
5293,Male,10:38.5,,5293
5294,Wether,37:16.8,,5294
5295,Female,39:48.0,,5295
5296,Wether,30:28.4,,5296
5297,Female,50:53.2,,5297
5298,Female,44:58.0,,5298
5299,Wether,24:51.0,,5299
5300,Female,19:04.0,Bottle Baby 2018,5300
5301,Female,56:47.0,,5301
5302,Wether,10:14.0,,5302
5303,Wether,18:34.0,,5303
5304,Wether,15:11.0,,5304
5305,Female,16:11.0,,5305
5306,Female,06:18.0,,5306
5307,Wether,09:42.0,,5307
5308,Wether,12:08.0,,5308
5309,Wether,14:31.0,,5309
5310,Wether,22:10.0,,5310
5311,Wether,36:52.6,,5311
5312,Wether,40:58.4,,5312
5313,Female,43:48.8,,5313
5314,Wether,13:26.0,,5314
5315,Female,23:38.0,,5315
5316,Wether,12:55.0,,5316
5317,Wether,15:45.0,,5317
5318,Wether,23:03.0,,5318
5319,Female,08:37.0,,5319
5320,Wether,14:50.0,,5320
5321,Wether,18:07.0,,5321
5322,Female,18:16.0,ARG,5322
5323,Female,19:21.0,,5323
5324,Female,09:21.0,,5324
5325,Female,18:51.0,,5325
5326,Female,10:23.0,,5326
5327,Female,03:04.0,,5327
5328,Female,03:48.0,,5328
5329,Female,01:17.0,,5329
5330,Wether,07:55.0,,5330
5331,Wether,10:40.0,,5331
5332,Female,21:35.0,,5332
5333,Female,22:53.0,,5333
5334,Female,12:00.0,,5334
5335,Female,13:15.0,,5335
5336,Wether,20:41.0,,5336
5337,Female,21:10.0,,5337
5338,Female,23:21.0,,5338
5339,Female,35:03.8,,5339
5340,Wether,14:38.0,,5340
5341,Wether,47:35.0,,5341
5342,Female,08:22.0,,5342
5343,Wether,21:11.9,,5343
5344,Female,21:12.1,,5344
5345,Wether,22:59.7,,5345
5346,Female,22:59.9,,5346
5347,Female,24:04.0,,5347
5348,Wether,24:04.1,,5348
5349,Female,24:49.4,,5349
5350,Female,24:49.7,,5350
5351,Female,25:30.5,,5351
5352,Female,25:30.8,,5352
5353,Wether,26:26.1,,5353
5354,Male,26:26.3,,5354
5355,Female,27:12.7,,5355
5356,Female,27:12.8,,5356
5357,Wether,27:53.9,,5357
5358,Female,27:54.1,ARG,5358
5359,Wether,30:33.1,,5359
5360,Female,30:33.3,,5360
5361,Female,31:07.6,,5361
5362,Wether,32:16.2,,5362
5363,Female,32:16.3,,5363
5364,Female,33:08.2,ARG,5364
5365,Female,33:08.4,,5365
5366,Wether,33:54.8,,5366
5367,Female,33:55.0,,5367
5368,Wether,34:34.1,,5368
5369,Female,34:34.3,,5369
5370,Wether,35:18.4,,5370
5371,Wether,35:18.6,,5371
5372,Female,36:04.2,,5372
5373,Wether,36:04.4,,5373
5374,Wether,36:50.6,,5374
5375,Female,36:50.8,ARG,5375
5376,Female,37:33.6,,5376
5377,Female,37:33.8,,5377
5378,Female,38:08.7,,5378
5379,Wether,38:09.1,,5379
5380,Female,38:54.9,,5380
5381,Female,38:55.0,,5381
5382,Female,39:32.7,,5382
5383,Female,39:32.8,,5383
5384,Wether,40:24.7,,5384
5385,Wether,40:24.9,,5385
5386,Wether,41:05.1,,5386
5387,Wether,41:05.2,,5387
5388,Female,41:46.9,,5388
5389,Female,41:47.0,,5389
5390,Female,42:32.7,,5390
5391,Wether,42:33.0,,5391
5392,Female,43:30.0,,5392
5393,Female,43:30.2,,5393
5394,Wether,44:14.2,,5394
5395,Wether,44:14.3,,5395
5396,Wether,45:00.8,,5396
5397,Female,45:00.9,,5397
5398,Wether,45:50.0,,5398
5399,Female,45:50.2,,5399
5400,Wether,46:37.9,,5400
5401,Female,46:38.2,,5401
5402,Wether,47:59.0,,5402
5403,Female,47:59.1,,5403
5404,Female,48:46.4,,5404
5405,Wether,48:46.5,,5405
5406,Female,49:55.7,,5406
5407,Female,49:55.9,,5407
5408,Female,52:11.7,,5408
5409,Wether,52:12.0,,5409
5410,Female,53:13.1,,5410
5411,Female,53:13.2,,5411
5412,Female,53:47.7,,5412
5413,Female,53:47.9,,5413
5414,Female,54:30.6,,5414
5415,Female,54:31.0,,5415
5416,Wether,55:18.6,,5416
5417,Female,55:18.8,Bottle Baby 2018,5417
5418,Wether,55:56.1,,5418
5419,Wether,55:56.3,,5419
5420,Female,56:37.2,,5420
5421,Wether,56:37.4,,5421
5422,Wether,57:16.8,,5422
5423,Wether,57:17.0,,5423
5424,Female,58:01.6,,5424
5425,Wether,58:01.8,,5425
5426,Wether,58:31.7,,5426
5427,Female,58:31.8,,5427
5428,Wether,59:32.0,,5428
5429,Female,59:32.1,,5429
5430,Female,00:11.0,,5430
5431,Female,00:11.3,Bottle Baby 2018,5431
5432,Wether,00:48.9,,5432
5433,Wether,00:49.1,,5433
5434,Wether,01:39.6,,5434
5435,Female,01:39.9,,5435
5436,Wether,02:30.4,,5436
5437,Female,02:30.6,,5437
5438,Female,03:27.9,ARG,5438
5439,Wether,03:28.1,,5439
5440,Female,04:18.4,,5440
5441,Wether,04:18.6,,5441
5442,Wether,05:03.2,,5442
5443,Female,05:03.5,,5443
5444,Wether,05:52.6,,5444
5445,Female,05:52.7,,5445
5446,Female,06:41.2,,5446
5447,Wether,06:41.3,,5447
5448,Female,07:32.1,,5448
5449,Wether,07:32.3,,5449
5450,Wether,08:18.3,,5450
5451,Female,08:18.6,,5451
5452,Wether,09:01.3,,5452
5453,Wether,09:01.5,,5453
5454,Male,09:46.4,,5454
5455,Wether,09:46.5,,5455
5456,Wether,10:30.9,,5456
5457,Female,10:31.0,,5457
5458,Wether,11:12.1,,5458
5459,Wether,11:12.3,,5459
5460,Wether,12:06.3,,5460
5461,Wether,12:06.5,,5461
5462,Wether,12:51.7,,5462
5463,Female,12:51.9,,5463
5464,Wether,13:34.2,,5464
5465,Wether,13:34.3,,5465
5466,Wether,14:21.9,,5466
5467,Female,14:22.2,,5467
5468,Wether,15:34.2,,5468
5469,Wether,15:34.3,,5469
5470,Female,18:37.7,,5470
5471,Female,18:37.8,,5471
5472,Female,19:30.7,,5472
5473,Female,19:31.0,,5473
5474,Female,20:45.6,,5474
5475,Wether,20:45.9,,5475
5476,Female,21:40.1,,5476
5477,Wether,21:40.3,,5477
5478,Wether,22:36.7,,5478
5479,Wether,22:36.8,,5479
5480,Female,23:28.3,,5480
5481,Female,23:28.6,,5481
5482,Female,24:04.4,,5482
5483,Female,24:04.6,,5483
5484,Male,24:56.7,,5484
5485,Female,24:56.9,ARG,5485
5486,Wether,25:55.2,,5486
5487,Female,25:55.5,,5487
5488,Wether,26:54.6,,5488
5489,Female,26:54.7,,5489
5490,Wether,27:39.5,,5490
5491,Female,27:39.9,,5491
5492,Female,28:27.9,,5492
5493,Wether,28:28.0,,5493
5494,Female,29:18.4,,5494
5495,Wether,29:18.5,,5495
5496,Wether,30:12.8,,5496
5498,Female,30:13.0,ARG,5498
5499,Wether,31:03.3,,5499
5500,Wether,31:03.5,,5500
5501,Wether,32:02.5,,5501
5502,Female,32:02.7,Bottle Baby 2018,5502
5503,Female,32:54.0,,5503
5504,Female,32:54.1,,5504
5505,Female,33:50.0,,5505
5506,Wether,33:50.1,,5506
5507,Female,34:45.1,,5507
5508,Female,34:45.4,,5508
5509,Female,35:32.5,,5509
5510,Female,35:32.7,,5510
5511,Wether,36:13.7,,5511
5512,Wether,36:13.9,,5512
5513,Female,37:17.0,,5513
5514,Female,37:17.2,ARG,5514
5515,Female,37:59.3,ARG,5515
5516,Female,37:59.4,,5516
5517,Female,38:42.1,ARG,5517
5518,Female,38:42.4,,5518
5519,Wether,39:29.0,Bottle Baby 2018,5519
5520,Female,39:29.2,,5520
5521,Female,40:20.0,,5521
5522,Female,40:20.2,,5522
5523,Female,02:26.4,Bottle Baby 2018,5523
5524,Wether,02:26.7,,5524
5525,Wether,03:23.8,,5525
5526,Wether,03:24.0,,5526
5527,Wether,04:11.9,,5527
5532,Wether,04:12.1,,5532
5538,cryptorchid,04:51.9,,5538
5543,Female,04:52.1,,5543
5544,Female,05:52.2,,5544
5545,Female,05:52.4,,5545
5546,Female,06:41.4,,5546
5547,Female,06:41.7,,5547
5548,M,07:24.6,,5548
5549,Wether,07:24.8,,5549
5550,Female,08:06.7,,5550
5551,Female,08:06.9,ARG,5551
5552,Female,08:56.2,,5552
5553,Female,08:56.5,,5553
5554,Female,09:30.6,,5554
5555,Female,09:30.7,,5555
5556,Female,10:14.8,ARG,5556
5557,Female,10:15.0,,5557
5558,Wether,10:55.9,,5558
5559,M,10:56.1,,5559
5560,Wether,11:40.4,,5560
5561,Wether,11:40.6,,5561
5562,Female,13:08.3,,5562
5563,Wether,13:08.5,,5563
5564,Wether,14:24.9,,5564
5565,Female,14:25.0,,5565
5566,Female,14:59.8,,5566
5567,Female,15:00.2,Comm,5567
5568,Female,16:25.5,Comm,5568
5569,Female,16:25.7,,5569
5570,Wether,17:11.4,,5570
5571,Female,17:11.7,ARG,5571
5572,Wether,18:49.0,,5572
5573,Wether,18:49.2,,5573
5574,Female,19:27.0,ARG,5574
5575,Wether,19:27.2,,5575
5576,Wether,20:19.0,,5576
5577,Wether,20:19.2,,5577
5578,Wether,21:19.5,,5578
5579,Female,21:19.6,,5579
5580,Wether,21:55.8,,5580
5581,Wether,21:56.0,,5581
5582,Wether,22:40.7,,5582
5583,M,22:40.9,,5583
5584,Female,23:25.0,,5584
5585,Female,23:25.1,,5585
5586,Female,24:25.3,,5586
5587,Wether,24:25.4,,5587
5588,Female,25:11.4,,5588
5589,Male,25:11.6,,5589
5590,Wether,26:13.2,,5590
5591,Wether,26:13.4,,5591
5592,Wether,26:49.7,,5592
5593,Wether,26:49.9,,5593
5594,Female,27:41.0,,5594
5595,Female,27:41.2,,5595
5596,Female,28:21.1,Comm,5596
5597,Wether,28:21.3,,5597
5598,Wether,29:15.6,,5598
5599,Female,29:15.7,,5599
5600,M,30:06.2,,5600
5601,M,30:06.5,,5601
5602,Wether,30:52.4,,5602
5603,Female,30:52.5,,5603
5604,Wether,31:35.2,,5604
5605,Female,31:35.5,,5605
5606,Male,32:19.3,,5606
5607,Female,32:19.4,ARG,5607
5608,Wether,33:01.5,,5608
5609,Female,33:01.8,,5609
5610,M,33:37.1,,5610
5611,Wether,33:37.2,,5611
5612,Wether,34:18.4,,5612
5613,Wether,34:18.5,,5613
5614,Female,34:55.4,,5614
5615,Female,34:55.5,,5615
5616,Wether,35:36.9,,5616
5617,Wether,35:37.1,,5617
5618,Female,36:23.3,,5618
5619,Wether,36:23.5,,5619
5620,Wether,37:13.2,,5620
