Goat_id,Note_date,Message
2400,24:56.9,New Tag: 15068
2916,25:55.2,Previous Tag: 13006A
2916,25:55.5,New Tag: 15069
2979,26:54.6,Previous Tag: 12096A
2979,26:54.7,New Tag: 15070
2952,27:39.5,Previous Tag: 13040S
2952,27:39.9,New Tag: 15071
2897,28:27.9,Previous Tag: 13008A
2897,28:28.0,New Tag: 15072
2881,29:18.4,Previous Tag: 13029B
2881,29:18.5,New Tag: 15073
2841,30:12.8,Previous Tag: 12025A
2841,30:13.0,New Tag: 15074
3061,31:03.3,Previous Tag: 13079B
3061,31:03.5,New Tag: 15075
3100,32:02.5,Previous Tag: 9014B
3100,32:02.7,New Tag: 15076
3143,32:54.0,Previous Tag: 12107A
3143,32:54.1,New Tag: 15077
3009,33:50.0,Previous Tag: 12052B
3009,33:50.1,New Tag: 15078
2964,34:45.1,Previous Tag: 13071B
2964,34:45.4,New Tag: 15079
2892,35:32.5,Previous Tag: 12105B
2892,35:32.7,New Tag: 15080
2816,36:13.7,Previous Tag: 12032A
2816,36:13.9,New Tag: 15081
2935,37:17.0,Previous Tag: 13044A
2935,37:17.2,New Tag: 15082
2933,37:59.3,Previous Tag: 11018A
2933,37:59.4,New Tag: 15083
2962,38:42.1,Previous Tag: 13041B
2962,38:42.4,New Tag: 15084
3033,39:29.0,Previous Tag: 11023A
3033,39:29.2,New Tag: 15085
3063,40:20.0,Previous Tag: 12046A
3063,40:20.2,New Tag: 15086
3119,02:26.4,Previous Tag: 12095A
3119,02:26.7,New Tag: 15088
2966,03:23.8,Previous Tag: 13077A
2966,03:24.0,New Tag: 15087
2925,04:11.9,Previous Tag: 12048A
2925,04:12.1,New Tag: 15089
3008,04:51.9,Previous Tag: 12052A
3008,04:52.1,New Tag: 15090
2822,05:52.2,Previous Tag: 12024BG
2822,05:52.4,New Tag: 15091
2850,06:41.4,Previous Tag: 12018A
2850,06:41.7,New Tag: 15092
2869,07:24.6,Previous Tag: 12057B
2869,07:24.8,New Tag: 15093
3140,08:06.7,Previous Tag: 12119B
3140,08:06.9,New Tag: 15094
2985,08:56.2,Previous Tag: 13023A
2985,08:56.5,New Tag: 15095
3120,09:30.6,Previous Tag: 12095B
3120,09:30.7,New Tag: 15096
3127,10:14.8,Previous Tag: 11047B
3127,10:15.0,New Tag: 15097
2863,10:55.9,Previous Tag: 12041B
2863,10:56.1,New Tag: 15098
2885,11:40.4,Previous Tag: 13069A
2885,11:40.6,New Tag: 15099
2907,13:08.3,Previous Tag: 13034A
2907,13:08.5,New Tag: OR0370
2918,14:24.9,Previous Tag: 13030B
2918,14:25.0,New Tag: 15100
2961,14:59.8,Previous Tag: 13041A
2961,15:00.2,New Tag: 15101
2920,16:25.5,Previous Tag: 13065A
2920,16:25.7,New Tag: 15102
3110,17:11.4,Previous Tag: 12013B
3110,17:11.7,New Tag: 15103
2318,18:49.0,Previous EID: 964001009987168
2318,18:49.2,New EID: 964001009987442
2318,19:27.0,Previous Tag: 12001A
2318,19:27.2,New Tag: 15104
3034,20:19.0,Previous Tag: 11023B
3034,20:19.2,New Tag: 15105
3020,21:19.5,Previous Tag: 11035B
3020,21:19.6,New Tag: 15106
3108,21:55.8,Previous Tag: 12019B
3108,21:56.0,New Tag: 15107
3115,22:40.7,Previous Tag: 12020S
3115,22:40.9,New Tag: 15108
3044,23:25.0,Previous Tag: 12091B
3044,23:25.1,New Tag: 15109
3014,24:25.3,Previous Tag: 11017A
3014,24:25.4,New Tag: 15110
3042,25:11.4,Previous Tag: 10007S
3042,25:11.6,New Tag: 15111
3112,26:13.2,Previous Tag: 12019A
3112,26:13.4,New Tag: 15112
2817,26:49.7,Previous Tag: 12032B
2817,26:49.9,New Tag: 15113
2921,27:41.0,Previous Tag: 13055A
2921,27:41.2,New Tag: 15114
3098,28:21.1,Previous Tag: 12116C
3098,28:21.3,New Tag: 15115
3131,29:15.6,Previous Tag: 10002B
3131,29:15.7,New Tag: 15116
3024,30:06.2,Previous Tag: 12014S
3024,30:06.5,New Tag: 15117
2882,30:52.4,Previous Tag: 13053BG
2882,30:52.5,New Tag: 15118
2819,31:35.2,Previous Tag: 12010S
2819,31:35.5,New Tag: 15119
2852,32:19.3,Previous Tag: 12017A
2852,32:19.4,New Tag: 15120
2944,33:01.5,Previous Tag: 13062S
2944,33:01.8,New Tag: 15121
2857,33:37.1,Previous Tag: 12101A
2857,33:37.2,New Tag: 15122
2844,34:18.4,Previous Tag: 9004B
2844,34:18.5,New Tag: 15123
3129,34:55.4,Previous Tag: 9007B
3129,34:55.5,New Tag: 15124
3066,35:36.9,Previous Tag: 13088B
3066,35:37.1,New Tag: 15125
2911,36:23.3,Previous Tag: 12031A
2911,36:23.5,New Tag: 15126
2975,37:13.2,Previous Tag: 10014A
2975,37:13.4,New Tag: 15127
2886,37:57.2,Previous Tag: 13069B
2886,37:57.3,New Tag: 15128
3147,39:02.0,Previous Tag: 12097A
3147,39:02.2,New Tag: 15130
3148,39:52.7,Previous Tag: 12097B
3148,39:52.8,New Tag: 15129
3067,40:38.1,Previous Tag: 13025A
3067,40:38.3,New Tag: 15131
2972,41:29.4,Previous Tag: 13073S
2972,41:29.5,New Tag: 15132
2877,42:20.9,Previous Tag: 12082A
2877,42:21.3,New Tag: 15133
2994,43:09.0,Previous Tag: 13067S
2994,43:09.1,New Tag: 15134
2906,43:59.2,Previous Tag: 13047S
2906,43:59.4,New Tag: 15135
3093,44:39.3,Previous Tag: 12028C
3093,44:39.4,New Tag: 15136
3039,45:27.3,Previous Tag: 11041B
3039,45:27.4,New Tag: 15137
2928,46:15.2,Previous Tag: 13046S
2928,46:15.4,New Tag: 15138
3038,46:50.6,Previous Tag: 11029B
3038,46:50.7,New Tag: 15139
3084,47:36.3,Previous Tag: 12069A
3084,47:36.5,New Tag: 15140
2986,48:22.3,Previous Tag: 13054B
2986,48:22.5,New Tag: 15141
3049,49:10.8,Previous Tag: 12053B
3049,49:11.0,New Tag: 15142
2466,49:59.5,Previous Tag: 12106S
2466,49:59.8,New Tag: 15143
2429,50:50.3,Previous Tag: 12077B
2429,50:50.4,New Tag: 15144
3062,52:45.5,Previous Tag: 12046BG
3062,52:45.8,New Tag: 15145
2957,53:49.0,Previous Tag: 10011A
2957,53:49.2,New Tag: 15146
2893,54:43.6,Previous Tag: 13013A
2893,54:43.8,New Tag: 15147
3124,55:30.8,Previous Tag: 12092A
3124,55:30.9,New Tag: 15148
2847,56:18.9,Previous Tag: 12064B
2847,56:19.1,New Tag: 15149
2953,57:09.2,Previous Tag: 13026A
2953,57:09.4,New Tag: 15150
3089,57:57.6,Previous Tag: 12024A
3089,57:57.8,New Tag: 15151
2900,58:43.3,Previous Tag: 13035A
2900,58:43.5,New Tag: 15152
2854,59:24.7,Previous Tag: 9016B
2854,59:24.9,New Tag: 15153
2256,00:09.2,Previous Tag: 9004C
2256,00:09.4,New Tag: 15154
2889,00:52.4,Previous Tag: 13051B
2889,00:52.6,New Tag: 15155
3085,01:57.0,Previous Tag: 12059B
3085,01:57.3,New Tag: 15156
2913,02:42.2,Previous Tag: 12070A
2913,02:42.4,New Tag: 15157
2222,03:24.8,Previous Tag: 10003B
2222,03:24.9,New Tag: 15158
2901,04:09.0,Previous Tag: 13035B
2901,04:09.2,New Tag: 15159
2848,04:51.8,Previous Tag: 12034BG
2848,04:52.2,New Tag: 15160
2909,05:34.3,Previous Tag: 13001A
2909,05:34.5,New Tag: 15161
2912,06:17.5,Previous Tag: 12031BG
2912,06:17.7,New Tag: 15162
3125,07:06.9,Previous Tag: 12092B
3125,07:07.3,New Tag: 15163
2821,07:54.7,Previous Tag: 10010B
2821,07:54.8,New Tag: 15164
3068,08:42.8,Previous Tag: 13025B
3068,08:43.1,New Tag: 15165
2856,11:23.6,Previous Tag: 9005S
2856,11:23.7,New Tag: 15166
2902,12:42.7,Previous Tag: 12035A
2902,12:43.1,New Tag: 15167
3092,15:05.5,Previous Tag: 12028B
3092,15:05.8,New Tag: OR0380
3102,16:21.6,Previous Tag: 12079S
3102,16:21.7,New Tag: 15168
3097,17:50.7,Previous Tag: 12116A
3097,17:50.9,New Tag: OR0379
2845,19:48.0,Previous Tag: 12021BR
2845,19:48.2,New Tag: 15169
2346,20:31.5,Previous Tag: 12021AR
2346,20:31.7,New Tag: 15170
3058,21:14.4,Previous Tag: 12021CR
3058,21:14.6,New Tag: OR0378
3090,23:00.4,Previous Tag: 13060BR
3090,23:00.7,New Tag: 15171
2865,24:01.8,Previous Tag: 12123CR
2865,24:01.9,New Tag: 15172
2840,28:29.7,Previous EID: 964001009987313
2840,28:29.8,New EID: 964001009987441
2840,29:18.6,Previous Tag: 12025BR
2840,29:18.9,New Tag: OR0377
2988,30:06.1,Previous Tag: 13011B
2988,30:06.3,New Tag: 15173
2903,53:36.6,Previous Tag: 12035BG
2903,53:36.8,New Tag: OR0376
2829,54:17.5,Previous Tag: 12101B
2829,54:17.7,New Tag: OR0375
3055,54:58.1,Previous Tag: 12068A
3055,54:58.2,New Tag: OR0374
3059,55:35.4,Previous Tag: 13059S
3059,55:35.6,New Tag: OR0373
2888,56:19.4,Previous Tag: 13051A
2888,56:19.7,New Tag: OR0372
3134,57:22.5,Previous Tag: 11050A
3134,57:22.7,New Tag: OR0371
2968,58:03.0,Previous Tag: 12076S
2968,58:03.3,New Tag: OR0381
2448,58:40.8,Previous Tag: 12090A
2448,58:40.9,New Tag: OR0382
2876,59:26.6,Previous Tag: 11026B
2876,59:26.7,New Tag: OR0383
2814,00:09.3,Previous Tag: 12075AG
2814,00:09.4,New Tag: OR0384
2830,00:43.4,Previous Tag: 12018B
2830,00:43.6,New Tag: OR0385
2385,01:24.1,Previous Tag: 12048B
2385,01:24.3,New Tag: OR0386
3109,02:06.5,Previous Tag: 12019C
3109,02:06.6,New Tag: OR0387
2904,02:54.7,Previous Tag: 12103A
2904,02:55.0,New Tag: OR0388
2992,03:36.9,Previous Tag: 12006B
2992,03:37.1,New Tag: OR0389
3036,04:13.5,Previous Tag: 12093B
3036,04:13.7,New Tag: OR0390
2894,04:49.9,Previous Tag: 13013B
2894,04:50.1,New Tag: OR0391
3117,05:22.0,Previous Tag: 12026A
3117,05:22.1,New Tag: OR0392
3138,05:59.7,Previous Tag: 12049B
3138,05:59.8,New Tag: OR0393
3001,06:35.5,Previous Tag: 12088B
3001,06:35.8,New Tag: OR0394
3094,07:07.1,Previous Tag: 12016A
3094,07:07.2,New Tag: OR0395
2810,07:40.5,Previous Tag: 13087S
2810,07:40.7,New Tag: OR0396
3114,08:15.0,Previous Tag: 12013A
3114,08:15.3,New Tag: OR0397
2932,08:46.4,Previous Tag: 12066B
2932,08:46.7,New Tag: OR0398
3012,09:30.7,Previous Tag: 12117A
3012,09:30.9,New Tag: OR0399
2853,10:16.4,Previous Tag: 9016A
2853,10:16.6,New Tag: OR0400
2991,11:04.0,Previous Tag: 13042A
2991,11:04.1,New Tag: OR0401
2875,11:40.6,Previous Tag: 11026A
2875,11:40.7,New Tag: OR0402
2812,12:16.5,Previous Tag: 12012A
2812,12:16.8,New Tag: OR0403
3027,12:54.4,Previous Tag: 11044B
3027,12:54.6,New Tag: OR0404
2938,13:33.3,Previous Tag: 9021A
2938,13:33.6,New Tag: OR0405
2878,14:18.0,Previous Tag: 12082B
2878,14:18.2,New Tag: OR0406
3045,15:01.1,Previous Tag: 12087A
3045,15:01.4,New Tag: OR0407
3137,15:40.3,Previous Tag: 12112B
3137,15:40.5,New Tag: OR0408
2430,16:15.3,Previous Tag: 12077A
2430,16:15.4,New Tag: OR0409
2971,16:58.1,Previous Tag: 13032S
2971,16:58.2,New Tag: OR0410
2977,17:40.0,Previous Tag: 13052S
2977,17:40.1,New Tag: OR0411
3032,18:30.9,Previous Tag: 13045S
3032,18:31.2,New Tag: OR0412
3056,19:14.6,Previous Tag: 13005A
3056,19:14.8,New Tag: OR0413
3053,19:55.6,Previous Tag: 12085A
3053,19:55.8,New Tag: OR0414
2827,20:39.2,Previous Tag: 12030B
2827,20:39.5,New Tag: OR0415
2799,21:17.5,Previous Tag: 10003A
2799,21:17.6,New Tag: OR0417
3126,21:58.3,Previous Tag: 11047A
3126,21:58.5,New Tag: OR0416
3016,22:43.6,Previous Tag: 9006A
3016,22:43.7,New Tag: OR0418
3144,23:18.3,Previous Tag: 12116B
3144,23:18.5,New Tag: OR0419
2307,24:01.8,Previous Tag: 11041A
2307,24:02.0,New Tag: OR0420
3123,24:44.3,Previous Tag: 11006S
3123,24:44.5,New Tag: OR0421
3095,25:30.6,Previous Tag: 12016B
3095,25:30.8,New Tag: OR0422
2809,26:07.8,Previous Tag: 12053A
2809,26:08.1,New Tag: OR0423
2839,26:45.1,Previous Tag: 11046B
2839,26:45.3,New Tag: OR0424
2930,27:28.2,Previous Tag: 13075A
2930,27:28.4,New Tag: OR0425
3023,28:06.0,Previous Tag: 13019S
3023,28:06.2,New Tag: OR0426
2905,29:03.9,Previous Tag: 12103B
2905,29:04.1,New Tag: OR0427
2910,29:53.6,Previous Tag: 13001B
2910,29:53.7,New Tag: OR0482
2923,30:41.8,Previous Tag: 12081A
2923,30:41.9,New Tag: OR0429
3029,31:26.3,Previous Tag: 12124B
3029,31:26.5,New Tag: OR0430
2808,37:58.0,Previous Tag: 12109A
2808,37:58.3,New Tag: OR0431
2842,38:38.4,Previous Tag: 12025B
2842,38:38.5,New Tag: OR0432
2449,39:14.3,Previous Tag: 12090B
2449,39:14.6,New Tag: OR0433
2965,39:50.2,Previous Tag: 13015S
2965,39:50.5,New Tag: OR0434
2939,40:36.8,Previous Tag: 12100B
2939,40:37.0,New Tag: OR0435
2846,41:05.1,Previous Tag: 12064A
2846,41:05.3,New Tag: OR0436
2824,41:52.4,Previous Tag: 11012B
2824,41:52.6,New Tag: OR0437
2811,42:34.8,Previous Tag: 12078BG
2811,42:35.0,New Tag: OR0438
3030,43:30.3,Previous Tag: 13084S
3030,43:30.7,New Tag: OR0439
3011,44:10.3,Previous Tag: 12027A
3011,44:10.6,New Tag: OR0440
3054,44:43.3,Previous Tag: 13079A
3054,44:43.5,New Tag: OR0441
2825,45:18.9,Previous Tag: 11012A
2825,45:19.2,New Tag: OR0442
2997,46:07.6,Previous Tag: 13056B
2997,46:07.7,New Tag: OR0443
3057,46:41.4,Previous Tag: 12085B
3057,46:41.6,New Tag: OR0444
2858,47:27.4,Previous Tag: 11010S
2858,47:27.7,New Tag: OR0445
2970,48:39.0,Previous Tag: 13028B
2970,48:39.3,New Tag: OR0446
2948,49:31.1,Previous Tag: 12044B
2948,49:31.3,New Tag: OR0447
3141,50:20.5,Previous Tag: 12047B
3141,50:20.7,New Tag: OR0448
2457,51:41.5,Previous Tag: 12099A
2457,51:41.7,New Tag: OR0449
2807,57:07.1,Previous Tag: 9012A
2807,57:07.4,New Tag: OR0450
2980,57:45.9,Previous Tag: 13070A
2980,57:46.2,New Tag: OR0451
2936,58:52.1,Previous Tag: 13044BG
2936,58:52.3,New Tag: OR0452
2946,59:31.6,Previous Tag: 13058B
2946,59:31.9,New Tag: OR0453
3106,00:01.3,Previous Tag: 12061A
3106,00:01.5,New Tag: OR0454
3135,00:41.3,Previous Tag: 12107B
3135,00:41.4,New Tag: OR0455
3101,01:21.1,Previous Tag: 12037S
3101,01:21.4,New Tag: OR0456
2833,02:00.4,Previous Tag: 10015S
2833,02:00.6,New Tag: OR0457
3025,02:38.4,Previous Tag: 13078B
3025,02:38.6,New Tag: OR0458
2954,03:22.8,Previous Tag: 13026B
2954,03:23.0,New Tag: OR0459
2927,03:58.5,Previous Tag: 12039B
2927,03:58.7,New Tag: OR0460
2813,04:29.7,Previous Tag: 12002A
2813,04:29.9,New Tag: OR0461
3031,05:16.7,Previous Tag: 12099B
3031,05:17.0,New Tag: OR0462
2828,05:55.2,Previous Tag: 9005BG
2828,05:55.4,New Tag: OR0463
2942,06:49.9,Previous Tag: 13010A
2942,06:50.0,New Tag: OR0464
2215,07:27.5,Previous Tag: 10001A
2215,07:27.7,New Tag: OR0465
2983,08:03.3,Previous Tag: 13021A
2983,08:03.4,New Tag: OR0466
2458,08:50.6,Previous Tag: 12100A
2458,08:50.7,New Tag: OR0467
2995,09:42.8,Previous Tag: 13037A
2995,09:42.9,New Tag: OR0468
2922,11:08.5,Previous Tag: 13055BG
2922,11:08.7,New Tag: OR0470
3121,11:47.0,Previous Tag: 12111A
3121,11:47.4,New Tag: OR0471
3052,12:49.6,Previous Tag: 12123A
3052,12:49.8,New Tag: OR0472
2917,13:14.9,Previous Tag: 13030A
2917,13:15.2,New Tag: OR0473
2982,14:01.8,Previous Tag: 13021B
2982,14:02.0,New Tag: OR0474
2418,14:42.5,Previous Tag: 12070B
2418,14:42.8,New Tag: OR0475
2843,15:16.6,Previous Tag: 9004A
2843,15:16.8,New Tag: OR0476
3128,15:52.8,Previous Tag: 9007A
3128,15:53.0,New Tag: OR0478
2963,16:39.0,Previous Tag: 13071A
2963,16:39.2,New Tag: OR0477
2864,17:18.4,Previous Tag: 12123BG
2864,17:18.6,New Tag: OR0479
2989,17:53.6,Previous Tag: 13011A
2989,17:53.9,New Tag: OR0481
3003,18:29.4,Previous Tag: 12043A
3003,18:29.6,New Tag: OR0480
2834,20:43.7,Previous Tag: 13003B
2834,20:44.0,New Tag: OR0483
3118,22:00.7,Previous Tag: 12026B
3118,22:01.0,New Tag: OR0484
2941,22:45.2,Previous Tag: 9013BG
2941,22:45.4,New Tag: OR0485
2996,23:27.9,Previous Tag: 13056A
2996,23:28.1,New Tag: OR0486
2289,24:11.7,Previous Tag: 11021A
2289,24:11.8,New Tag: OR0487
2978,24:37.1,Previous Tag: 12045S
2978,24:37.3,New Tag: OR0488
2929,25:14.9,Previous Tag: 13004A
2929,25:15.2,New Tag: OR0489
3010,25:45.0,Previous Tag: 12027B
3010,25:45.1,New Tag: OR0490
2947,26:19.2,Previous Tag: 12044A
2947,26:19.6,New Tag: OR0491
2998,26:59.1,Previous Tag: 13003A
2998,26:59.2,New Tag: OR0492
2899,27:33.1,Previous Tag: 12118A
2899,27:33.2,New Tag: OR0493
2868,29:18.9,Previous Tag: 12057A
2868,29:19.1,New Tag: OR0495
2931,30:08.9,Previous Tag: 13075B
2931,30:09.2,New Tag: OR0496
2880,30:36.6,Previous Tag: 12008BG
2880,30:36.8,New Tag: OR0497
3111,30:58.4,Previous Tag: 12013C
3111,30:58.6,New Tag: OR0498
2926,31:39.0,Previous Tag: 12039A
2926,31:39.1,New Tag: OR0499
2895,32:02.2,Previous Tag: 13020S
2895,32:02.4,New Tag: OR0500
3021,32:27.3,Previous Tag: 12042B
3021,32:27.5,New Tag: OR0501
2327,32:54.0,Previous Tag: 12008A
2327,32:54.1,New Tag: OR0502
3060,33:18.2,Previous Tag: 11021B
3060,33:18.3,New Tag: OR0503
3037,33:58.3,Previous Tag: 11029A
3037,33:58.5,New Tag: OR0504
3142,34:18.0,Previous Tag: 12049A
3142,34:18.3,New Tag: OR0505
2823,34:41.5,Previous Tag: 12121S
2823,34:41.7,New Tag: OR0506
3047,35:04.3,Previous Tag: 12062A
3047,35:04.5,New Tag: OR0507
2969,35:28.2,Previous Tag: 13028A
2969,35:28.4,New Tag: OR0508
2987,35:53.3,Previous Tag: 13054A
2987,35:53.5,New Tag: OR0509
3136,36:14.3,Previous Tag: 11050BB
3136,36:14.4,New Tag: OR0510
2832,36:42.3,Previous Tag: 12115C
2832,36:42.5,New Tag: OR0511
3130,37:01.0,Previous Tag: 10002A
3130,37:01.2,New Tag: OR0512
2464,37:29.3,Previous Tag: 12105A
2464,37:29.5,New Tag: OR0513
3132,37:52.6,Previous Tag: 12112A
3132,37:52.7,New Tag: OR0514
2319,55:52.5,Previous Tag: 12001B
2319,55:52.8,New Tag: OR0494
3017,04:21.0,HIND LEG LAMENESS
2349,27:07.8,Previous Tag: OR0366
2349,27:08.0,New Tag: 14141
3017,29:16.9,Previous Tag: 9006B
3017,29:17.1,New Tag: OR0515
2890,34:13.5,Previous Tag: 13050A
2890,34:13.7,New Tag: OR0516
3156,00:46.5,New Tag: 11041A
3157,09:35.6,New Tag: 11041B
2721,16:28.9,Previous EID: 964001009986690
2721,16:29.1,New EID: 964001009987451
3158,25:34.6,New Tag: 12035A
3159,26:50.1,New Tag: 12035B
3160,34:28.5,New Tag: 12026A
3161,39:12.8,New Tag: 12026B
3162,52:15.1,New Tag: 12116A
3163,56:09.3,New Tag: 12116B
3164,00:11.0,New Tag: 12116C
3165,06:36.3,New Tag: 12040A
3166,16:11.9,New Tag: 12040B
3167,25:47.3,New Tag: 12012A
3168,30:40.1,New Tag: 12012B
3169,41:35.7,New Tag: 9010A
3170,44:23.9,New Tag: 9010BB
3170,47:09.7,Previous Tag: 9010BB
3170,47:09.8,New Tag: 9010BBB
3170,48:20.2,Previous Tag: 9010BBB
3170,48:20.4,New Tag: 9010B
3171,55:38.0,New Tag: 14034A
3172,01:47.5,New Tag: 14034BG
3173,11:47.6,New Tag: 14008A
3174,19:25.6,New Tag: 14008BG
3175,23:55.9,New Tag: 14068A
3176,27:36.5,New Tag: 14068B
3177,42:58.1,New Tag: 11034A
3178,50:54.6,New Tag: 11034B
3179,59:31.5,New Tag: 12056A
3180,13:22.3,New Tag: 12056B
3181,15:49.6,New Tag: 12059C
3182,24:06.7,New Tag: 12069A
3183,26:55.0,New Tag: 12069BG
3184,44:08.4,New Tag: 13022A
3185,46:04.8,New Tag: 13022B
3186,20:06.3,New Tag: 13077S
3187,24:45.5,New Tag: 12090A
3188,26:47.8,New Tag: 12090B
3189,31:54.2,New Tag: 12083A
3190,34:26.1,New Tag: 12083B
3191,36:54.0,New Tag: 12083C
3192,41:11.8,New Tag: 14090B
3193,42:51.6,New Tag: 14090A
3194,50:31.4,New Tag: 12092B
3194,51:36.8,Previous Tag: 12092B
3194,51:36.9,New Tag: 12092A
3195,55:20.6,New Tag: 12092B
3196,06:44.4,New Tag: 12008A
3197,08:23.5,New Tag: 12008B
3198,12:59.6,New Tag: 14044A
3199,17:53.9,New Tag: 14044B
3200,21:25.9,New Tag: 10006A
3201,23:53.2,New Tag: 10006B
3202,29:36.6,New Tag: 12087S
3203,35:37.7,New Tag: 14075B
3204,38:43.5,New Tag: 14075A
3205,43:13.3,New Tag: 14022A
3206,53:17.4,New Tag: 14022B
3207,48:57.5,New Tag: 13012A
3208,54:41.1,New Tag: 13012B
3209,02:39.9,New Tag: 14103A
3210,06:52.3,New Tag: 14103B
3211,14:38.0,New Tag: 14002A
3212,18:22.3,New Tag: 14002B
3213,23:14.1,New Tag: 14041A
3214,26:43.7,New Tag: 14041B
3215,31:50.1,New Tag: 13058A
3215,35:05.9,Previous Tag: 13058A
3215,35:06.1,New Tag: 13058AA
3216,39:14.5,New Tag: 13058B
3217,47:08.0,New Tag: 11027S
3218,53:37.9,New Tag: 12076S
3219,00:07.7,New Tag: 14112A
3220,03:05.8,New Tag: 14112B
3221,10:06.0,New Tag: 14032A
3222,13:25.7,New Tag: 14032B
3223,40:14.7,New Tag: 14079A
3224,46:38.6,New Tag: 14079B
3225,56:17.4,New Tag: 9021A
3226,01:53.4,New Tag: 9021B
3227,09:55.8,New Tag: 10007A
3228,02:20.2,New Tag: 10007B
3229,37:55.3,New Tag: 12022A
3230,40:39.6,New Tag: 12022B
3231,46:03.7,New Tag: 12073S
3232,51:10.6,New Tag: 11001A
3233,53:25.8,New Tag: 11001B
3234,58:20.0,New Tag: 12074A
3235,01:15.8,New Tag: 12074B
3236,06:24.8,New Tag: 12081A
3237,09:19.4,New Tag: 12081B
3238,14:03.2,New Tag: 12118A
3239,16:40.7,New Tag: 12118B
3240,20:07.7,New Tag: 12118C
3241,24:16.2,New Tag: 13059A
3242,27:01.9,New Tag: 13059B
3243,31:40.5,New Tag: 11018A
3244,36:39.8,New Tag: 11018BG
3245,43:07.2,New Tag: 12117A
3246,47:00.5,New Tag: 12117BG
3247,57:04.6,New Tag: 13067A
3248,03:08.2,New Tag: 13067BG
1978,10:18.3,Cervix not dialated
3249,11:28.3,New Tag: 12023S
3250,16:05.7,New Tag: 10015B
3251,19:29.4,New Tag: 10015A
3252,24:35.4,New Tag: 14116S
3253,27:52.9,New Tag: 14029A
3254,31:24.5,New Tag: 14029B
3255,34:59.6,New Tag: 12049A
3256,38:08.3,New Tag: 12049B
3257,43:24.1,New Tag: 11029S
3258,48:13.2,New Tag: 10002A
3259,49:44.5,New Tag: 10002B
3260,59:05.1,New Tag: 14021A
3261,01:23.7,New Tag: 14021B
3262,11:07.9,New Tag: 12006BG
3263,17:48.3,New Tag: 12006A
3264,20:09.4,New Tag: 12006B
3265,23:56.9,New Tag: 14118BG
3266,26:59.7,New Tag: 14118A
3267,30:47.7,New Tag: 12068A
3268,32:38.4,New Tag: 12068B
3269,37:04.9,New Tag: 12109A
3270,39:30.0,New Tag: 12109B
3271,48:25.4,New Tag: 12109BG
3271,48:56.5,Previous Tag: 12109BG
3271,48:56.8,New Tag: 12061BG
3272,58:00.5,New Tag: 12002A
3273,04:33.7,New Tag: 12002B
3274,09:00.7,New Tag: 9005B
3275,11:34.5,New Tag: 9005A
3276,15:53.5,New Tag: 11025S
3277,20:05.4,New Tag: 13065A
3278,21:46.8,New Tag: 13065B
3279,24:10.9,New Tag: 10001S
3280,36:26.4,New Tag: 12096A
3281,38:25.0,New Tag: 12096B
3282,42:49.3,New Tag: 14109A
3283,44:38.0,New Tag: 14109B
3284,48:58.3,New Tag: 12065A
3285,51:14.2,New Tag: 12065B
3286,54:28.2,New Tag: 12017A
3287,56:43.0,New Tag: 12017B
3288,58:36.1,New Tag: 12017C
3289,17:34.2,New Tag: 9026S
3290,21:31.9,New Tag: 13010A
3291,32:39.6,New Tag: 13010B
3292,37:32.1,New Tag: 14110A
3293,42:47.5,New Tag: 14069A
3294,46:07.1,New Tag: 14069B
3295,49:28.0,New Tag: 12062A
3296,51:10.9,New Tag: 13026B
3297,54:55.8,New Tag: 13076A
3298,56:55.9,New Tag: 13076B
3299,02:44.1,New Tag: 14094A
3300,05:18.1,New Tag: 14094B
3301,13:32.1,New Tag: 12061A
3302,26:22.9,New Tag: 12099A
3303,28:28.0,New Tag: 12099B
3304,34:04.3,New Tag: 12060A
3305,39:12.0,New Tag: 12060B
3306,52:58.6,New Tag: 12093A
3307,55:23.9,New Tag: 12093BG
3308,14:52.2,New Tag: 12098B
3309,18:46.2,New Tag: 12098A
3310,26:41.8,New Tag: 14073B
3311,30:01.0,New Tag: 14073A
3312,32:54.9,New Tag: 14123A
3314,40:01.1,New Tag: 14098S
3315,43:37.2,New Tag: 9009A
3316,44:58.2,New Tag: 9009B
3317,48:45.2,New Tag: 13018S
3318,04:27.8,New Tag: 13073A
3318,12:30.7,Previous Tag: 13073A
3318,12:30.9,New Tag: 13073B
3319,16:28.8,New Tag: 13073A
3320,21:59.8,New Tag: 14107S
3321,26:32.1,New Tag: 13075A
3322,28:29.0,New Tag: 13075B
3323,24:54.4,New Tag: 13011A
3324,27:39.6,New Tag: 13011B
3324,28:27.6,Previous Tag: 13011B
3324,28:27.7,New Tag: 13011BD
3325,36:46.4,New Tag: 13001A
3325,37:07.6,Previous Tag: 13001A
3325,37:07.8,New Tag: 13001AA
3325,37:34.7,Previous Tag: 13001AA
3325,37:34.9,New Tag: 13001A
3326,40:32.8,New Tag: 13001B
3327,44:31.1,New Tag: 13078A
3328,47:25.1,New Tag: 13078B
2719,50:41.5,Kid was breach
3329,51:10.8,New Tag: 11026S
3330,54:37.5,New Tag: 14058S
3331,58:09.8,New Tag: 12066S
3332,04:59.7,New Tag: 12043A
3333,07:49.6,New Tag: 12043B
3334,13:09.0,New Tag: 14078A
3335,15:04.3,New Tag: 14078B
3336,19:21.4,New Tag: 12052S
3337,30:07.8,New Tag: 14017A
